movie,desc,rating,genres,casts,season,name,episode_link,movie_image-src,mp4_link-href,3gp_link-href
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 09,24,Episode 07,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/12640,http://o2tvseries.com/24-1/Season-09/Episode-07/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 04,Scandal,Episode 19,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/15200,http://o2tvseries.com/Scandal/Season-04/Episode-19/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 01,White Collar,Episode 11,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9428,http://o2tvseries.com/White-Collar/Season-01/Episode-11/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 03,The Flash,Episode 10,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/27473,http://o2tvseries.com/download/27472
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 10,Supernatural,Episode 21,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/15422,http://o2tvseries.com/Supernatural-2/Season-10/Episode-21/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 01,Supernatural,Episode 18,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2516,http://o2tvseries.com/Supernatural-2/Season-01/Episode-18/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 06,24,Episode 15,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6862,http://o2tvseries.com/24-1/Season-06/Episode-15/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 07,24,Episode 16,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6912,http://o2tvseries.com/24-1/Season-07/Episode-16/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 05,Scandal,Episode 18,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/18612,http://o2tvseries.com/Scandal/Season-05/Episode-18/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 07,24,Episode 19,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6918,http://o2tvseries.com/24-1/Season-07/Episode-19/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 01,2 Broke Girls,Episode 17,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/10090,http://o2tvseries.com/2-Broke-Girls-1/Season-01/Episode-17/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 10,Supernatural,Episode 17,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/15040,http://o2tvseries.com/Supernatural-2/Season-10/Episode-17/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,null,"Matt Dillon, Carla Gugino, Toby Jones",Season 02,Wayward Pines,Episode 03,http://o2tvseries.com/res/tv_serials/134.jpg,http://o2tvseries.com/download/19100,http://o2tvseries.com/Wayward-Pines/Season-02/Episode-03/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 01,The Magicians,Episode 06,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/17898,http://o2tvseries.com/The-Magicians/Season-01/Episode-06/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 03,Youre the Worst,Episode 05,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/19929,http://o2tvseries.com/download/19928
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 03,Supernatural,Episode 12,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2592,http://o2tvseries.com/Supernatural-2/Season-03/Episode-12/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 03,The Flash,Episode 07,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/23882,http://o2tvseries.com/download/23881
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 01,Zoo,Episode 04,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/16006,http://o2tvseries.com/Zoo/Season-01/Episode-04/index.html#
This Is Us,"A group of people born on the same day, including Rebecca (Moore) and Jack (Ventimiglia), a married couple expecting triplets in Pittsburgh, and Kevin (Hartley), a handsome television actor growing bored of his fly bachelor lifestyle.",4.53,null,"Mandy Moore, Milo Ventimiglia, Sterling K. Brown",Season 01,This Is Us,Episode 09,http://o2tvseries.com/res/tv_serials/178.jpg,http://o2tvseries.com/download/24076,http://o2tvseries.com/download/24075
This Is Us,"A group of people born on the same day, including Rebecca (Moore) and Jack (Ventimiglia), a married couple expecting triplets in Pittsburgh, and Kevin (Hartley), a handsome television actor growing bored of his fly bachelor lifestyle.",4.53,null,"Mandy Moore, Milo Ventimiglia, Sterling K. Brown",Season 01,This Is Us,Episode 14,http://o2tvseries.com/res/tv_serials/178.jpg,http://o2tvseries.com/download/28499,http://o2tvseries.com/download/28498
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 01,Youre the Worst,Episode 09,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/13150,http://o2tvseries.com/Youre-the-Worst-1/Season-01/Episode-09/index.html#
Vinyl,A New York music executive in the late 1970s hustles to make a career out of the citys diverse music scene.,4.54,null,"Bobby Cannavale, Olivia Wilde, Ray Romano",Season 01,Vinyl,Episode 02,http://o2tvseries.com/res/tv_serials/168.jpg,http://o2tvseries.com/download/28024,http://o2tvseries.com/Vinyl-1/Season-01/Episode-02/index.html#
Shadowhunters,"After her mother is kidnapped, Clary must venture into the dark world of demon hunting in order to find clues that can help her find her mother.",4.85,null,"Katherine McNamara, Dominic Sherwood, Alberto Rosende",Season 01,Shadowhunters,Episode 04,http://o2tvseries.com/res/tv_serials/163.jpg,http://o2tvseries.com/download/17642,http://o2tvseries.com/Shadowhunters/Season-01/Episode-04/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,Drama,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",,,,http://o2tvseries.com/res/tv_serials/29.jpg,,
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 04,2 Broke Girls,Episode 20,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/15392,http://o2tvseries.com/2-Broke-Girls-1/Season-04/Episode-20/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 06,White Collar,Episode 03,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/13860,http://o2tvseries.com/White-Collar/Season-06/Episode-03/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 11,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/14990,http://o2tvseries.com/12-Monkeys/Season-01/Episode-11/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 06,24,Episode 23,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6878,http://o2tvseries.com/24-1/Season-06/Episode-23/index.html#
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 01,Witches of East End,Episode 05,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/10652,http://o2tvseries.com/Witches-of-East-End/Season-01/Episode-05/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 03,24,Episode 23,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6734,http://o2tvseries.com/24-1/Season-03/Episode-23/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 01,Zoo,Episode 11 And Episode 12,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/16282,http://o2tvseries.com/Zoo/Season-01/Episode-11-And-Episode-12/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,Comedy,"Chris Geere, Aya Cash, Desmin Borges",,,,,,
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 05,White Collar,Episode 07,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/11060,http://o2tvseries.com/White-Collar/Season-05/Episode-07/index.html#
Westworld,A series inspired by the 1973 film of the same title written by Michael Crichton about a futuristic theme park populated by artificial beings.,4.78,null,"Anthony Hopkins, Ed Harris, Evan Rachel Wood",Season 01,Westworld,Episode 09,http://o2tvseries.com/res/tv_serials/185.jpg,http://o2tvseries.com/download/24020,http://o2tvseries.com/download/24019
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 01,Scandal,Episode 03,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/10170,http://o2tvseries.com/Scandal/Season-01/Episode-03/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 11,Supernatural,Episode 15,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/17936,http://o2tvseries.com/Supernatural-2/Season-11/Episode-15/index.html#
