movie,desc,rating,genres,casts,season,name,episode_link,movie_image-src,mp4_link-href,3gp_link-href
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 02,The Flash,Episode 19,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/18684,http://o2tvseries.com/The-Flash-3/Season-02/Episode-19/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 10,Supernatural,Episode 23 - Season Finale,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/15556,http://o2tvseries.com/Supernatural-2/Season-10/Episode-23-Season-Finale/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,Action,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",,,,http://o2tvseries.com/res/tv_serials/29.jpg,,
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 01,Zoo,Episode 09,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/16234,http://o2tvseries.com/Zoo/Season-01/Episode-09/index.html#
Shadowhunters,"After her mother is kidnapped, Clary must venture into the dark world of demon hunting in order to find clues that can help her find her mother.",4.85,null,"Katherine McNamara, Dominic Sherwood, Alberto Rosende",Season 02,Shadowhunters,Episode 07,http://o2tvseries.com/res/tv_serials/163.jpg,http://o2tvseries.com/download/28916,http://o2tvseries.com/download/28915
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 01,The Flash,Episode 18,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/15186,http://o2tvseries.com/The-Flash-3/Season-01/Episode-18/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 05,24,Episode 19,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6822,http://o2tvseries.com/24-1/Season-05/Episode-19/index.html#
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 01,Witches of East End,Episode 08,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/10980,http://o2tvseries.com/Witches-of-East-End/Season-01/Episode-08/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 05,Scandal,Episode 16,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/18370,http://o2tvseries.com/Scandal/Season-05/Episode-16/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 01,White Collar,Episode 13,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9432,http://o2tvseries.com/White-Collar/Season-01/Episode-13/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 01,The Magicians,Episode 10,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/18262,http://o2tvseries.com/The-Magicians/Season-01/Episode-10/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 01,Vikings,Episode 01,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/4806,http://o2tvseries.com/Vikings-2/Season-01/Episode-01/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 01,Scandal,Episode 02,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/10168,http://o2tvseries.com/Scandal/Season-01/Episode-02/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 01,White Collar,Episode 05,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9416,http://o2tvseries.com/White-Collar/Season-01/Episode-05/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 03,Scandal,Episode 10,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/11110,http://o2tvseries.com/Scandal/Season-03/Episode-10/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 04,Vikings,Episode 13,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/25002,http://o2tvseries.com/download/25001
Vinyl,A New York music executive in the late 1970s hustles to make a career out of the citys diverse music scene.,4.54,null,"Bobby Cannavale, Olivia Wilde, Ray Romano",Season 01,Vinyl,Episode 06,http://o2tvseries.com/res/tv_serials/168.jpg,http://o2tvseries.com/download/28025,http://o2tvseries.com/Vinyl-1/Season-01/Episode-06/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 03,Youre the Worst,Episode 12,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/23479,http://o2tvseries.com/download/23478
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 05,2 Broke Girls,Episode 20,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/18696,http://o2tvseries.com/2-Broke-Girls-1/Season-05/Episode-20/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 13 - Season Finale,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/15140,http://o2tvseries.com/12-Monkeys/Season-01/Episode-13-Season-Finale/index.html#
Shadowhunters,"After her mother is kidnapped, Clary must venture into the dark world of demon hunting in order to find clues that can help her find her mother.",4.85,null,"Katherine McNamara, Dominic Sherwood, Alberto Rosende",Season 02,Shadowhunters,Episode 09,http://o2tvseries.com/res/tv_serials/163.jpg,http://o2tvseries.com/download/29571,http://o2tvseries.com/download/29570
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 02,The Magicians,Episode 07,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/29745,http://o2tvseries.com/download/29744
Witches of East End,"Centers on the adventures of a mother and her two adult daughters, both of whom unknowingly are their family's next generation of witches, who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of North Hampton. When one of the daughters becomes engaged to a young, wealthy newcomer, a series of events forces her mother to admit to her daughters they are, in fact, powerful and immortal witches.",4.8,null,"Julia Ormond, Jenna Dewan-Tatum, Rachel Boston",Season 02,Witches of East End,Episode 09,http://o2tvseries.com/res/tv_serials/51.jpg,http://o2tvseries.com/download/13162,http://o2tvseries.com/Witches-of-East-End/Season-02/Episode-09/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 03,Scandal,Episode 13,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/11770,http://o2tvseries.com/Scandal/Season-03/Episode-13/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 02,Supernatural,Episode 17,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2558,http://o2tvseries.com/Supernatural-2/Season-02/Episode-17/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 03,24,Episode 22,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6732,http://o2tvseries.com/24-1/Season-03/Episode-22/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 04,Supernatural,Episode 13,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2626,http://o2tvseries.com/Supernatural-2/Season-04/Episode-13/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,null,"Matt Dillon, Carla Gugino, Toby Jones",Season 02,Wayward Pines,Episode 04,http://o2tvseries.com/res/tv_serials/134.jpg,http://o2tvseries.com/download/19132,http://o2tvseries.com/Wayward-Pines/Season-02/Episode-04/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 04,Scandal,Episode 20,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/15282,http://o2tvseries.com/Scandal/Season-04/Episode-20/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 01,The Flash,Episode 23 - Season Finale,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/15550,http://o2tvseries.com/The-Flash-3/Season-01/Episode-23-Season-Finale/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 06,Supernatural,Episode 22,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2732,http://o2tvseries.com/Supernatural-2/Season-06/Episode-22/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 03,White Collar,Episode 15,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9496,http://o2tvseries.com/White-Collar/Season-03/Episode-15/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 01,Zoo,Episode 08,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/16192,http://o2tvseries.com/Zoo/Season-01/Episode-08/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,Thriller,"Matt Dillon, Carla Gugino, Toby Jones",,,,,,
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 01,Vikings,Episode 07,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/4818,http://o2tvseries.com/Vikings-2/Season-01/Episode-07/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 04,Vikings,Episode 15,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/26117,http://o2tvseries.com/download/26116
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 02,Youre the Worst,Episode 13 - Season Finale,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/17316,http://o2tvseries.com/Youre-the-Worst-1/Season-02/Episode-13-Season-Finale/index.html#
Vinyl,A New York music executive in the late 1970s hustles to make a career out of the citys diverse music scene.,4.54,null,"Bobby Cannavale, Olivia Wilde, Ray Romano",Season 01,Vinyl,Episode 01,http://o2tvseries.com/res/tv_serials/168.jpg,http://o2tvseries.com/download/17788,http://o2tvseries.com/Vinyl-1/Season-01/Episode-01/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 06,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/14588,http://o2tvseries.com/12-Monkeys/Season-01/Episode-06/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 02,Zoo,Episode 08,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/19489,http://o2tvseries.com/Zoo/Season-02/Episode-08/index.html#
War and Peace,"A story that revolves around five aristocratic families, set during the reign of Alexander I, and centered on the love triangle between Natasha Rostova, Pierre Bezukhov, and Andrei Bolkonsky.",4.66,History,"Aneurin Barnard, Jessie Buckley, Paul Dano",,,,,,
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 01,The Flash,Episode 17,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/15026,http://o2tvseries.com/The-Flash-3/Season-01/Episode-17/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 04,Vikings,Episode 19,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/27769,http://o2tvseries.com/download/27768
War and Peace,"A story that revolves around five aristocratic families, set during the reign of Alexander I, and centered on the love triangle between Natasha Rostova, Pierre Bezukhov, and Andrei Bolkonsky.",4.66,Romance,"Aneurin Barnard, Jessie Buckley, Paul Dano",,,,,,
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 06,Supernatural,Episode 21,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2730,http://o2tvseries.com/Supernatural-2/Season-06/Episode-21/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,Comedy,"Matt Bomer, Tim DeKay, Willie Garson",,,,,,
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 04,2 Broke Girls,Episode 19,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/15314,http://o2tvseries.com/2-Broke-Girls-1/Season-04/Episode-19/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 05,24,Episode 20,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6824,http://o2tvseries.com/24-1/Season-05/Episode-20/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,null,"Matt Dillon, Carla Gugino, Toby Jones",Season 01,Wayward Pines,Episode 02,http://o2tvseries.com/res/tv_serials/134.jpg,http://o2tvseries.com/download/15560,http://o2tvseries.com/Wayward-Pines/Season-01/Episode-02/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,null,"Matt Dillon, Carla Gugino, Toby Jones",Season 01,Wayward Pines,Episode 06,http://o2tvseries.com/res/tv_serials/134.jpg,http://o2tvseries.com/download/15762,http://o2tvseries.com/Wayward-Pines/Season-01/Episode-06/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 06,2 Broke Girls,Episode 16,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/28919,http://o2tvseries.com/download/28918
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 06,Supernatural,Episode 16,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2720,http://o2tvseries.com/Supernatural-2/Season-06/Episode-16/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 05,2 Broke Girls,Episode 16,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/18366,http://o2tvseries.com/2-Broke-Girls-1/Season-05/Episode-16/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 02,Youre the Worst,Episode 10,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/16950,http://o2tvseries.com/Youre-the-Worst-1/Season-02/Episode-10/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 07,24,Episode 22,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6924,http://o2tvseries.com/24-1/Season-07/Episode-22/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 03,Vikings,Episode 04,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/14816,http://o2tvseries.com/Vikings-2/Season-03/Episode-04/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 01,Zoo,Episode 05,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/16056,http://o2tvseries.com/Zoo/Season-01/Episode-05/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 03,Scandal,Episode 15,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/11952,http://o2tvseries.com/Scandal/Season-03/Episode-15/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 04,Scandal,Episode 15,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/14808,http://o2tvseries.com/Scandal/Season-04/Episode-15/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 06,Scandal,Episode 03,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/28559,http://o2tvseries.com/download/28558
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 02,Zoo,Episode 03,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/19266,http://o2tvseries.com/Zoo/Season-02/Episode-03/index.html#
War and Peace,"A story that revolves around five aristocratic families, set during the reign of Alexander I, and centered on the love triangle between Natasha Rostova, Pierre Bezukhov, and Andrei Bolkonsky.",4.66,null,"Aneurin Barnard, Jessie Buckley, Paul Dano",Season 01,War and Peace,Episode 05,http://o2tvseries.com/res/tv_serials/159.jpg,http://o2tvseries.com/download/17624,http://o2tvseries.com/War-and-Peace/Season-01/Episode-05/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 03,Supernatural,Episode 08,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2584,http://o2tvseries.com/Supernatural-2/Season-03/Episode-08/index.html#
